"REG","Region","LOCATION","Country","INC","Income group","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"ALL","All regions","MEX","Mexico","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","MEX","Mexico","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","MEX","Mexico","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","NLD","Netherlands","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ALL","All regions","NLD","Netherlands","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.25,,
"ALL","All regions","NLD","Netherlands","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","NLD","Netherlands","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","NLD","Netherlands","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","NZL","New Zealand","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ALL","All regions","NZL","New Zealand","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.33,,
"ALL","All regions","NZL","New Zealand","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","NZL","New Zealand","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","NZL","New Zealand","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","NOR","Norway","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.11,,
"ALL","All regions","NOR","Norway","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.27,,
"ALL","All regions","NOR","Norway","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","NOR","Norway","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","NOR","Norway","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","POL","Poland","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.1,,
"ALL","All regions","POL","Poland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ALL","All regions","POL","Poland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","POL","Poland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","POL","Poland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","PRT","Portugal","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.19,,
"ALL","All regions","PRT","Portugal","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","PRT","Portugal","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","PRT","Portugal","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.23,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ESP","Spain","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.1,,
"ALL","All regions","ESP","Spain","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ALL","All regions","ESP","Spain","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","ESP","Spain","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","ESP","Spain","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","SWE","Sweden","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ALL","All regions","SWE","Sweden","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.28,,
"ALL","All regions","SWE","Sweden","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","SWE","Sweden","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","SWE","Sweden","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","CHE","Switzerland","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ALL","All regions","CHE","Switzerland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.1,,
"ALL","All regions","CHE","Switzerland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","CHE","Switzerland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","CHE","Switzerland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","TUR","Turkey","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.25,,
"ALL","All regions","TUR","Turkey","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.42,,
"ALL","All regions","TUR","Turkey","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","TUR","Turkey","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","TUR","Turkey","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","GBR","United Kingdom","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ALL","All regions","GBR","United Kingdom","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.29,,
"ALL","All regions","GBR","United Kingdom","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","GBR","United Kingdom","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","GBR","United Kingdom","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","USA","United States","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.13,,
"ALL","All regions","USA","United States","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"ALL","All regions","USA","United States","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","USA","United States","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","USA","United States","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","AFG","Afghanistan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.9,,
"ALL","All regions","AFG","Afghanistan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","AFG","Afghanistan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","AFG","Afghanistan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","ALB","Albania","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.3,,
"ALL","All regions","ALB","Albania","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.31,,
"ALL","All regions","ALB","Albania","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","ALB","Albania","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","ALB","Albania","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","DZA","Algeria","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.52,,
"ALL","All regions","DZA","Algeria","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","DZA","Algeria","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","DZA","Algeria","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","AGO","Angola","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.78,,
"ALL","All regions","AGO","Angola","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","AGO","Angola","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","AGO","Angola","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","ARG","Argentina","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.04,,
"ALL","All regions","ARG","Argentina","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","ARG","Argentina","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","ARG","Argentina","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","ARM","Armenia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ALL","All regions","ARM","Armenia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.1,,
"ALL","All regions","ARM","Armenia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","ARM","Armenia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","ARM","Armenia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.22,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.14,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","BHR","Bahrain","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","BHR","Bahrain","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","BHR","Bahrain","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","BGD","Bangladesh","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.33,,
"ALL","All regions","BGD","Bangladesh","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.53,,
"ALL","All regions","BGD","Bangladesh","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BGD","Bangladesh","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","BGD","Bangladesh","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BLR","Belarus","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.04,,
"ALL","All regions","BLR","Belarus","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.25,,
"ALL","All regions","BLR","Belarus","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BLR","Belarus","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BLR","Belarus","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","BEN","Benin","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ALL","All regions","BEN","Benin","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BEN","Benin","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BEN","Benin","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BTN","Bhutan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.68,,
"ALL","All regions","BTN","Bhutan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","BTN","Bhutan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BTN","Bhutan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BOL","Bolivia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ALL","All regions","BOL","Bolivia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.64,,
"ALL","All regions","BOL","Bolivia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","BOL","Bolivia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","BOL","Bolivia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.05,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","BWA","Botswana","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.17,,
"ALL","All regions","BWA","Botswana","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BWA","Botswana","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BWA","Botswana","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","BRA","Brazil","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.15,,
"ALL","All regions","BRA","Brazil","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.31,,
"ALL","All regions","BRA","Brazil","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BRA","Brazil","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","BRA","Brazil","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","BGR","Bulgaria","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.21,,
"ALL","All regions","BGR","Bulgaria","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.23,,
"ALL","All regions","BGR","Bulgaria","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BGR","Bulgaria","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","BGR","Bulgaria","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.44,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","BDI","Burundi","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.73,,
"ALL","All regions","BDI","Burundi","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BDI","Burundi","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","BDI","Burundi","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","KHM","Cambodia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.46,,
"ALL","All regions","KHM","Cambodia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.14,,
"ALL","All regions","KHM","Cambodia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","KHM","Cambodia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","KHM","Cambodia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","CMR","Cameroon","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.47,,
"ALL","All regions","CMR","Cameroon","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.51,,
"ALL","All regions","CMR","Cameroon","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","CMR","Cameroon","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","CMR","Cameroon","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"ALL","All regions","CAF","Central African Republic","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.8,,
"ALL","All regions","CAF","Central African Republic","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","CAF","Central African Republic","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","CAF","Central African Republic","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","TCD","Chad","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.62,,
"ALL","All regions","TCD","Chad","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.57,,
"ALL","All regions","TCD","Chad","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","TCD","Chad","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","TCD","Chad","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","CHL","Chile","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ALL","All regions","CHL","Chile","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"ALL","All regions","CHL","Chile","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","CHL","Chile","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","CHL","Chile","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.49,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","COL","Colombia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.11,,
"ALL","All regions","COL","Colombia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.39,,
"ALL","All regions","COL","Colombia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","COL","Colombia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","COL","Colombia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","COG","Congo","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.76,,
"ALL","All regions","COG","Congo","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","COG","Congo","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","COG","Congo","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","CRI","Costa Rica","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"ALL","All regions","CRI","Costa Rica","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","CRI","Costa Rica","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","CRI","Costa Rica","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.26,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","HRV","Croatia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ALL","All regions","HRV","Croatia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","HRV","Croatia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","HRV","Croatia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","CUB","Cuba","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","CUB","Cuba","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","CUB","Cuba","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","CYP","Cyprus","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"ALL","All regions","CYP","Cyprus","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","CYP","Cyprus","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","CYP","Cyprus","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.38,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.76,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.64,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.04,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.17,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ECU","Ecuador","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.25,,
"ALL","All regions","ECU","Ecuador","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.46,,
"ALL","All regions","ECU","Ecuador","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","ECU","Ecuador","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","ECU","Ecuador","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","EGY","Egypt","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.39,,
"ALL","All regions","EGY","Egypt","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.34,,
"ALL","All regions","EGY","Egypt","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","EGY","Egypt","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","EGY","Egypt","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"ALL","All regions","SLV","El Salvador","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.26,,
"ALL","All regions","SLV","El Salvador","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","SLV","El Salvador","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","SLV","El Salvador","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.53,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.57,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ERI","Eritrea","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.71,,
"ALL","All regions","ERI","Eritrea","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","ERI","Eritrea","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","ERI","Eritrea","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","EST","Estonia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.18,,
"ALL","All regions","EST","Estonia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.2,,
"ALL","All regions","EST","Estonia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","EST","Estonia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","EST","Estonia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
